ID,Latitude,Longitude,variable,,,,
USW00003841,36.0028,-84.2486,TMIN,1948,2020,,
USW00003841,36.0028,-84.2486,TOBS,1948,2020,,
USC00390281,44.3631,-97.1703,PRCP,1928,2012,,
USW00003841,36.0028,-84.2486,SNOW,1948,2020,,
USW00003841,36.0028,-84.2486,SNWD,1948,2020,,
USW00003927,32.8978,-97.0189,TMAX,1948,2020,,
USW00003927,32.8978,-97.0189,TMIN,1948,2020,,
USC00390559,44.6714,-103.8511,PRCP,1908,2020,,
USW00003927,32.8978,-97.0189,SNOW,1948,2020,,
USW00003927,32.8978,-97.0189,SNWD,1948,2020,,
USW00003927,32.8978,-97.0189,WT01,1948,2020,,
USW00003927,32.8978,-97.0189,WT03,1948,2020,,
USW00003927,32.8978,-97.0189,WT04,1948,2020,,
USW00003927,32.8978,-97.0189,WT08,1948,2020,,
USW00012834,29.1828,-81.0483,SNOW,1948,2020,,
USW00012834,29.1828,-81.0483,SNWD,1948,2020,,
USW00012834,29.1828,-81.0483,WT01,1948,2020,,
USW00012834,29.1828,-81.0483,WT03,1948,2020,,
USW00012834,29.1828,-81.0483,WT08,1948,2020,,
USW00012835,26.585,-81.8614,WT01,1948,2020,,
USW00012835,26.585,-81.8614,WT08,1948,2020,,
USW00012836,24.555,-81.7522,TMAX,1948,2020,,
USW00012836,24.555,-81.7522,TMIN,1948,2020,,
USC00390565,44.9906,-103.9339,PRCP,1980,2020,,
USW00012836,24.555,-81.7522,SNOW,1948,2020,,
USW00012836,24.555,-81.7522,SNWD,1948,2020,,
USW00012836,24.555,-81.7522,WT01,1948,2020,,
USW00012836,24.555,-81.7522,WT03,1948,2020,,
USW00012836,24.555,-81.7522,WT08,1948,2020,,
USW00012839,25.7906,-80.3164,TMAX,1948,2020,,
USW00012839,25.7906,-80.3164,TMIN,1948,2020,,
USC00390701,45.5286,-102.465,PRCP,1916,2020,,
USW00012839,25.7906,-80.3164,SNOW,1948,2020,,
USW00012839,25.7906,-80.3164,SNWD,1948,2020,,
USW00012839,25.7906,-80.3164,WT01,1948,2020,,
USW00012839,25.7906,-80.3164,WT03,1948,2020,,
USW00012839,25.7906,-80.3164,WT08,1948,2020,,
USW00012841,28.5453,-81.3331,SNOW,1948,2020,,
USW00012841,28.5453,-81.3331,SNWD,1948,2020,,
USW00012842,27.9619,-82.5403,PGTM,1948,2020,,
USW00012844,26.6847,-80.0994,WT01,1948,2020,,
USW00012844,26.6847,-80.0994,WT03,1948,2020,,
USW00012844,26.6847,-80.0994,WT08,1948,2020,,
USW00012883,28.0206,-81.9219,TMAX,1948,2020,,
USW00012883,28.0206,-81.9219,TMIN,1948,2020,,
USC00390760,44.5128,-99.9881,PRCP,1913,2011,,
USW00012883,28.0206,-81.9219,SNOW,1948,2020,,
USW00012883,28.0206,-81.9219,SNWD,1948,2020,,
USC00390834,45.4522,-99.6533,PRCP,1893,2020,,
USW00012916,29.9933,-90.2511,TMAX,1948,2020,,
USW00012916,29.9933,-90.2511,TMIN,1948,2020,,
USC00391032,43.5525,-97.5017,PRCP,1948,2020,,
USW00012916,29.9933,-90.2511,SNOW,1948,2020,,
USW00012916,29.9933,-90.2511,SNWD,1948,2020,,
USW00012916,29.9933,-90.2511,WT01,1948,2020,,
USW00012916,29.9933,-90.2511,WT03,1948,2020,,
USW00012916,29.9933,-90.2511,WT08,1948,2020,,
USW00012917,29.9506,-94.0206,WT08,1948,2020,,
USW00012921,29.5442,-98.4839,WT08,1948,2020,,
USW00012923,29.2733,-94.8592,WT01,1948,2020,,
USW00012923,29.2733,-94.8592,WT03,1948,2020,,
USW00012923,29.2733,-94.8592,WT08,1948,2020,,
USW00012924,27.7839,-97.5108,TMAX,1948,2020,,
USW00012924,27.7839,-97.5108,TMIN,1948,2020,,
USC00391049,45.7886,-97.7489,PRCP,1893,2020,,
USW00012924,27.7839,-97.5108,SNOW,1948,2020,,
USW00012924,27.7839,-97.5108,SNWD,1948,2020,,
USW00012924,27.7839,-97.5108,WT01,1948,2020,,
USW00012924,27.7839,-97.5108,WT03,1948,2020,,
USW00012924,27.7839,-97.5108,WT08,1948,2020,,
USW00012926,27.6833,-97.2833,PGTM,1948,2020,,
USW00012932,27.7411,-98.0247,TMAX,1948,2020,,
USW00012932,27.7411,-98.0247,TMIN,1948,2020,,
USC00391076,44.3253,-96.7686,PRCP,1893,2020,,
USW00012932,27.7411,-98.0247,SNOW,1948,2020,,
USW00012932,27.7411,-98.0247,SNWD,1948,2020,,
USW00012932,27.7411,-98.0247,WT01,1948,2020,,
USW00012932,27.7411,-98.0247,WT03,1948,2020,,
USW00012932,27.7411,-98.0247,WT08,1948,2020,,
USW00013721,38.3,-76.4167,PGTM,1948,2020,,
USW00013722,35.8922,-78.7819,WT01,1948,2020,,
USW00013722,35.8922,-78.7819,WT03,1948,2020,,
USW00013722,35.8922,-78.7819,WT04,1948,2020,,
USW00013722,35.8922,-78.7819,WT05,1948,2020,,
USW00013722,35.8922,-78.7819,WT08,1948,2020,,
USW00013724,39.3792,-74.4242,WT01,1948,2020,,
USW00013737,36.9033,-76.1922,WT01,1948,2020,,
USW00013737,36.9033,-76.1922,WT08,1948,2020,,
USW00013739,39.8683,-75.2311,TMAX,1948,2020,,
USW00013739,39.8683,-75.2311,TMIN,1948,2020,,
USC00391102,44.5547,-97.4686,PRCP,1911,2016,,
USW00013739,39.8683,-75.2311,SNOW,1948,2020,,
USW00013739,39.8683,-75.2311,SNWD,1948,2020,,
USW00013739,39.8683,-75.2311,WT01,1948,2020,,
USW00013739,39.8683,-75.2311,WT03,1948,2020,,
USW00013739,39.8683,-75.2311,WT04,1948,2020,,
USW00013739,39.8683,-75.2311,WT06,1948,2020,,
USW00013739,39.8683,-75.2311,WT08,1948,2020,,
USW00013740,37.505,-77.3203,PGTM,1948,2020,,
USW00013740,37.505,-77.3203,WT01,1948,2020,,
USW00013740,37.505,-77.3203,WT04,1948,2020,,
USW00013740,37.505,-77.3203,WT08,1948,2020,,
USW00013741,37.3169,-79.9742,TMAX,1948,2020,,
USW00013741,37.3169,-79.9742,TMIN,1948,2020,,
USC00391294,45.5489,-103.9744,PRCP,1893,2020,,
USW00013741,37.3169,-79.9742,SNOW,1948,2020,,
USW00013741,37.3169,-79.9742,SNWD,1948,2020,,
USW00013741,37.3169,-79.9742,WT01,1948,2020,,
USW00013741,37.3169,-79.9742,WT03,1948,2020,,
USW00013741,37.3169,-79.9742,WT04,1948,2020,,
USW00013741,37.3169,-79.9742,WT08,1948,2020,,
USW00013744,34.1853,-79.7239,TMAX,1948,2020,,
USW00013744,34.1853,-79.7239,TMIN,1948,2020,,
USC00391392,43.3111,-96.5878,PRCP,1896,2020,,
USW00013744,34.1853,-79.7239,SNOW,1948,2020,,
USW00013744,34.1853,-79.7239,SNWD,1948,2020,,
USW00013744,34.1853,-79.7239,WT01,1948,2020,,
USW00013744,34.1853,-79.7239,WT03,1948,2020,,
USW00013744,34.1853,-79.7239,WT08,1948,2020,,
USW00013748,34.2675,-77.8997,TMAX,1948,2020,,
USW00013748,34.2675,-77.8997,TMIN,1948,2020,,
USC00391474,44.1694,-97.7203,PRCP,1951,2011,,
USW00013748,34.2675,-77.8997,SNOW,1948,2020,,
USW00013748,34.2675,-77.8997,SNWD,1948,2020,,
USW00013748,34.2675,-77.8997,WT01,1948,2020,,
USW00013748,34.2675,-77.8997,WT03,1948,2020,,
USW00013748,34.2675,-77.8997,WT04,1948,2020,,
USW00013748,34.2675,-77.8997,WT08,1948,2020,,
USW00013750,36.95,-76.2833,PGTM,1948,2020,,
USW00013752,38.9833,-76.4667,PGTM,1948,2020,,
USW00013754,34.9,-76.8833,PGTM,1948,2020,,
USW00013773,38.5,-77.3,PGTM,1948,2020,,
USW00013776,34.6081,-79.0592,TMAX,1948,2020,,
USW00013776,34.6081,-79.0592,TMIN,1948,2020,,
USC00391519,44.7269,-97.0261,PRCP,1893,2011,,
USW00013781,39.6728,-75.6008,TMAX,1948,2020,,
USW00013781,39.6728,-75.6008,TMIN,1948,2020,,
USC00391539,43.5772,-101.0189,PRCP,1918,2017,,
USW00013781,39.6728,-75.6008,SNOW,1948,2020,,
USW00013781,39.6728,-75.6008,SNWD,1948,2020,,
USW00013781,39.6728,-75.6008,WT01,1948,2020,,
USW00013781,39.6728,-75.6008,WT03,1948,2020,,
USW00013781,39.6728,-75.6008,WT06,1948,2020,,
USW00013781,39.6728,-75.6008,WT08,1948,2020,,
USW00013786,36.2606,-76.175,TMAX,1948,2020,,
USW00013786,36.2606,-76.175,TMIN,1948,2020,,
USC00391579,43.0431,-96.9033,PRCP,1897,2020,,
USW00013786,36.2606,-76.175,SNOW,1948,2020,,
USW00013786,36.2606,-76.175,SNWD,1948,2020,,
USW00013802,38.52,-89.8467,TMAX,1948,2020,,
USW00013802,38.52,-89.8467,TMIN,1948,2020,,
USC00391621,43.735,-99.312,PRCP,1980,2020,,
USW00013802,38.52,-89.8467,SNOW,1948,2020,,
USW00013802,38.52,-89.8467,SNWD,1948,2020,,
USC00391739,44.8817,-97.7325,PRCP,1893,2012,,
USW00013810,38.2281,-85.6636,SNWD,1948,2020,,
USW00013838,30.6264,-88.0681,TMAX,1948,2020,,
USW00013838,30.6264,-88.0681,TMIN,1948,2020,,
USC00391777,44.7589,-96.6914,PRCP,1903,2020,,
USW00013838,30.6264,-88.0681,SNOW,1948,2020,,
USW00013838,30.6264,-88.0681,SNWD,1948,2020,,
USW00013838,30.6264,-88.0681,WT08,1948,2020,,
USW00013865,32.3347,-88.7442,WT01,1948,2020,,
USW00013865,32.3347,-88.7442,WT03,1948,2020,,
USW00013865,32.3347,-88.7442,WT05,1948,2020,,
USW00013865,32.3347,-88.7442,WT08,1948,2020,,
USW00013869,31.5356,-84.1944,TMAX,1948,2020,,
USW00013869,31.5356,-84.1944,TMIN,1948,2020,,
USC00391851,43.7847,-96.9275,PRCP,1978,2019,,
USW00013869,31.5356,-84.1944,SNOW,1948,2020,,
USW00013869,31.5356,-84.1944,SNWD,1948,2020,,
USW00013869,31.5356,-84.1944,PGTM,1948,2020,,
USW00013869,31.5356,-84.1944,WT01,1948,2020,,
USW00013869,31.5356,-84.1944,WT03,1948,2020,,
USW00013869,31.5356,-84.1944,WT08,1948,2020,,
USW00013871,33.5872,-85.8556,PGTM,1948,2020,,
USW00013871,33.5872,-85.8556,WT03,1948,2020,,
USW00013871,33.5872,-85.8556,WT08,1948,2020,,
USW00013872,35.5953,-82.5567,WT01,1948,2020,,
USW00013873,33.9481,-83.3275,WT01,1948,2020,,
USW00013873,33.9481,-83.3275,WT03,1948,2020,,
USW00013873,33.9481,-83.3275,WT08,1948,2020,,
USW00013876,33.5656,-86.745,PGTM,1948,2020,,
USW00013877,36.4731,-82.4044,WT01,1948,2020,,
USW00013877,36.4731,-82.4044,WT03,1948,2020,,
USW00013877,36.4731,-82.4044,WT08,1948,2020,,
USW00013878,31.1522,-81.3908,TMAX,1948,2020,,
USW00013878,31.1522,-81.3908,TMIN,1948,2020,,
USC00391873,45.725,-98.3022,PRCP,1949,2020,,
USW00013878,31.1522,-81.3908,SNOW,1948,2020,,
USW00013878,31.1522,-81.3908,SNWD,1948,2020,,
USW00013878,31.1522,-81.3908,WT01,1948,2020,,
USW00013878,31.1522,-81.3908,WT03,1948,2020,,
USW00013878,31.1522,-81.3908,WT08,1948,2020,,
USW00013881,35.2236,-80.9553,WT01,1948,2020,,
USW00013881,35.2236,-80.9553,WT08,1948,2020,,
USW00013882,35.0311,-85.2014,WT01,1948,2020,,
USW00013882,35.0311,-85.2014,WT04,1948,2020,,
USW00013883,33.9486,-81.1186,TMAX,1948,2020,,
USW00013883,33.9486,-81.1186,TMIN,1948,2020,,
USC00391972,43.9611,-101.8606,PRCP,1909,2020,,
USW00013883,33.9486,-81.1186,SNOW,1948,2020,,
USW00013883,33.9486,-81.1186,SNWD,1948,2020,,
USW00013883,33.9486,-81.1186,WT01,1948,2020,,
USW00013883,33.9486,-81.1186,WT03,1948,2020,,
USW00013883,33.9486,-81.1186,WT08,1948,2020,,
USW00013884,30.7797,-86.5225,TMAX,1948,2020,,
USW00013884,30.7797,-86.5225,TMIN,1948,2020,,
USC00392087,43.7744,-103.6119,PRCP,1911,2020,,
USW00013884,30.7797,-86.5225,WT01,1948,2020,,
USW00013884,30.7797,-86.5225,WT03,1948,2020,,
USW00013884,30.7797,-86.5225,WT08,1948,2020,,
USW00013889,30.4844,-81.7019,WT01,1948,2020,,
USW00013889,30.4844,-81.7019,WT03,1948,2020,,
USW00013889,30.4844,-81.7019,WT08,1948,2020,,
USW00013891,35.8181,-83.9858,WT01,1948,2020,,
USW00013891,35.8181,-83.9858,WT03,1948,2020,,
USW00013891,35.8181,-83.9858,WT04,1948,2020,,
USW00013891,35.8181,-83.9858,WT08,1948,2020,,
USW00013893,35.0564,-89.9864,WT01,1948,2020,,
USW00013893,35.0564,-89.9864,WT04,1948,2020,,
USW00013893,35.0564,-89.9864,WT08,1948,2020,,
USW00013894,30.6794,-88.2397,TMAX,1948,2020,,
USW00013894,30.6794,-88.2397,TMIN,1948,2020,,
USC00392302,44.3825,-97.5497,PRCP,1893,2020,,
USW00013894,30.6794,-88.2397,SNOW,1948,2020,,
USW00013894,30.6794,-88.2397,SNWD,1948,2020,,
USW00013894,30.6794,-88.2397,WT01,1948,2020,,
USW00013894,30.6794,-88.2397,WT03,1948,2020,,
USW00013894,30.6794,-88.2397,WT08,1948,2020,,
USW00013895,32.2997,-86.4075,TMAX,1948,2020,,
USW00013895,32.2997,-86.4075,TMIN,1948,2020,,
USC00392429,45.0469,-101.605,PRCP,1922,2020,,
USW00013895,32.2997,-86.4075,SNOW,1948,2020,,
USW00013895,32.2997,-86.4075,SNWD,1948,2020,,
USW00013895,32.2997,-86.4075,WT01,1948,2020,,
USW00013895,32.2997,-86.4075,WT03,1948,2020,,
USW00013895,32.2997,-86.4075,WT08,1948,2020,,
USW00013897,36.1189,-86.6892,TMAX,1948,2020,,
USW00013897,36.1189,-86.6892,TMIN,1948,2020,,
USC00392446,44.8658,-101.4672,PRCP,1963,2020,,
USW00013897,36.1189,-86.6892,SNOW,1948,2020,,
USW00013897,36.1189,-86.6892,SNWD,1948,2020,,
USW00013897,36.1189,-86.6892,WT01,1948,2020,,
USW00013897,36.1189,-86.6892,WT03,1948,2020,,
USW00013897,36.1189,-86.6892,WT04,1948,2020,,
USW00013897,36.1189,-86.6892,WT08,1948,2020,,
USW00013899,30.4781,-87.1869,TMAX,1948,2020,,
USW00013899,30.4781,-87.1869,TMIN,1948,2020,,
USC00392468,45.0117,-101.2483,PRCP,1911,2017,,
USW00013899,30.4781,-87.1869,SNOW,1948,2020,,
USW00013899,30.4781,-87.1869,SNWD,1948,2020,,
USW00013899,30.4781,-87.1869,WT01,1948,2020,,
USW00013899,30.4781,-87.1869,WT03,1948,2020,,
USW00013899,30.4781,-87.1869,WT08,1948,2020,,
USW00013904,30.1831,-97.68,TMAX,1948,2020,,
USW00013904,30.1831,-97.68,TMIN,1948,2020,,
USC00392557,43.3136,-103.8214,PRCP,1948,2020,,
USW00013904,30.1831,-97.68,SNOW,1948,2020,,
USW00013904,30.1831,-97.68,SNWD,1948,2020,,
USW00013904,30.1831,-97.68,PGTM,1948,2020,,
USW00013958,30.3208,-97.7603,WT01,1948,2020,,
USW00013958,30.3208,-97.7603,WT08,1948,2020,,
USW00013960,32.8519,-96.8556,WT01,1948,2020,,
USW00013960,32.8519,-96.8556,WT03,1948,2020,,
USW00013960,32.8519,-96.8556,WT04,1948,2020,,
USW00013960,32.8519,-96.8556,WT05,1948,2020,,
USW00013960,32.8519,-96.8556,WT08,1948,2020,,
USW00013961,32.8192,-97.3614,WT01,1948,2020,,
USW00013961,32.8192,-97.3614,WT06,1948,2020,,
USW00013961,32.8192,-97.3614,WT08,1948,2020,,
USW00013962,32.4106,-99.6822,TMAX,1948,2020,,
USW00013962,32.4106,-99.6822,TMIN,1948,2020,,
USC00392647,44.3186,-102.4683,PRCP,1923,2020,,
USW00013962,32.4106,-99.6822,SNOW,1948,2020,,
USW00013962,32.4106,-99.6822,SNWD,1948,2020,,
USW00013962,32.4106,-99.6822,WT01,1948,2020,,
USW00013962,32.4106,-99.6822,WT03,1948,2020,,
USW00013962,32.4106,-99.6822,WT04,1948,2020,,
USW00013962,32.4106,-99.6822,WT06,1948,2020,,
USW00013962,32.4106,-99.6822,WT08,1948,2020,,
USW00013964,35.3331,-94.3625,WT01,1948,2020,,
USW00013964,35.3331,-94.3625,WT03,1948,2020,,
USW00013964,35.3331,-94.3625,WT04,1948,2020,,
USW00013964,35.3331,-94.3625,WT06,1948,2020,,
USW00013964,35.3331,-94.3625,WT08,1948,2020,,
USW00013967,35.3889,-97.6006,TMAX,1948,2020,,
USW00013967,35.3889,-97.6006,TMIN,1948,2020,,
USC00392797,45.7656,-99.6222,PRCP,1877,2020,,
USW00013967,35.3889,-97.6006,SNOW,1948,2020,,
USW00013967,35.3889,-97.6006,SNWD,1948,2020,,
USW00013967,35.3889,-97.6006,WT01,1948,2020,,
USW00013967,35.3889,-97.6006,WT03,1948,2020,,
USW00013967,35.3889,-97.6006,WT04,1948,2020,,
USW00013967,35.3889,-97.6006,WT05,1948,2020,,
USW00013967,35.3889,-97.6006,WT06,1948,2020,,
USW00013967,35.3889,-97.6006,WT08,1948,2020,,
USW00013968,36.1994,-95.8872,WT01,1948,2020,,
USW00013968,36.1994,-95.8872,WT03,1948,2020,,
USW00013968,36.1994,-95.8872,WT04,1948,2020,,
USW00013968,36.1994,-95.8872,WT05,1948,2020,,
USW00013968,36.1994,-95.8872,WT06,1948,2020,,
USW00013968,36.1994,-95.8872,WT08,1948,2020,,
USW00013969,36.7367,-97.1019,TMAX,1948,2020,,
USW00013969,36.7367,-97.1019,TMIN,1948,2020,,
USC00392852,45.0203,-102.0367,PRCP,1913,2012,,
USW00013969,36.7367,-97.1019,SNOW,1948,2020,,
USW00013969,36.7367,-97.1019,SNWD,1948,2020,,
USW00013969,36.7367,-97.1019,WT01,1948,2020,,
USW00013969,36.7367,-97.1019,WT03,1948,2020,,
USW00013969,36.7367,-97.1019,WT06,1948,2020,,
USW00013969,36.7367,-97.1019,WT08,1948,2020,,
USW00013970,30.5372,-91.1469,PGTM,1948,2020,,
USW00013971,36.2667,-93.1567,TMAX,1948,2020,,
USW00013971,36.2667,-93.1567,TMIN,1948,2020,,
USC00392927,45.0364,-99.1342,PRCP,1893,2020,,
USW00013971,36.2667,-93.1567,SNOW,1948,2020,,
USW00013971,36.2667,-93.1567,SNWD,1948,2020,,
USW00013971,36.2667,-93.1567,WT01,1948,2020,,
USW00013971,36.2667,-93.1567,WT03,1948,2020,,
USW00013971,36.2667,-93.1567,WT04,1948,2020,,
USW00013971,36.2667,-93.1567,WT06,1948,2020,,
USW00013973,30.5108,-99.7664,TMAX,1948,2020,,
USW00013973,30.5108,-99.7664,TMIN,1948,2020,,
USC00392984,44.0517,-96.5928,PRCP,1893,2020,,
USW00013973,30.5108,-99.7664,SNOW,1948,2020,,
USW00013973,30.5108,-99.7664,SNWD,1948,2020,,
USW00013973,30.5108,-99.7664,WT01,1948,2020,,
USW00013973,30.5108,-99.7664,WT03,1948,2020,,
USW00013975,36.2967,-99.7689,WT06,1948,2020,,
USW00013978,33.4964,-90.0867,TMAX,1948,2020,,
USW00013978,33.4964,-90.0867,TMIN,1948,2020,,
USC00393029,44.0686,-98.0833,PRCP,1893,2020,,
USW00013978,33.4964,-90.0867,SNOW,1948,2020,,
USW00013978,33.4964,-90.0867,SNWD,1948,2020,,
USW00013978,33.4964,-90.0867,WT01,1948,2020,,
USW00013978,33.4964,-90.0867,WT03,1948,2020,,
USW00013978,33.4964,-90.0867,WT08,1948,2020,,
USW00013981,37.6703,-95.4842,WT01,1948,2020,,
USW00013981,37.6703,-95.4842,WT03,1948,2020,,
USW00013981,37.6703,-95.4842,WT06,1948,2020,,
USW00013981,37.6703,-95.4842,WT08,1948,2020,,
USW00013984,39.5514,-97.6508,WT01,1948,2020,,
USW00013984,39.5514,-97.6508,WT03,1948,2020,,
USW00013984,39.5514,-97.6508,WT06,1948,2020,,
USW00013984,39.5514,-97.6508,WT08,1948,2020,,
USW00013985,37.7608,-99.9683,TMAX,1948,2020,,
USW00013985,37.7608,-99.9683,TMIN,1948,2020,,
USW00013985,37.7608,-99.9683,WT06,1948,2020,,
USW00013985,37.7608,-99.9683,WT08,1948,2020,,
USW00013986,38.0653,-97.8606,TMAX,1948,2020,,
USW00013986,38.0653,-97.8606,TMIN,1948,2020,,
USC00393069,44.4106,-103.4769,PRCP,1902,2020,,
USW00013986,38.0653,-97.8606,WT01,1948,2020,,
USW00013986,38.0653,-97.8606,WT03,1948,2020,,
USW00013986,38.0653,-97.8606,WT08,1948,2020,,
USW00013987,37.1467,-94.5022,TMAX,1948,2020,,
USW00013987,37.1467,-94.5022,TMIN,1948,2020,,
USC00393076,44.2444,-100.6592,PRCP,1964,2019,,
USW00013987,37.1467,-94.5022,SNOW,1948,2020,,
USW00013987,37.1467,-94.5022,SNWD,1948,2020,,
USW00013987,37.1467,-94.5022,WT01,1948,2020,,
USW00013987,37.1467,-94.5022,WT03,1948,2020,,
USW00013987,37.1467,-94.5022,WT04,1948,2020,,
USW00013987,37.1467,-94.5022,WT05,1948,2020,,
USW00013987,37.1467,-94.5022,WT06,1948,2020,,
USW00013987,37.1467,-94.5022,WT08,1948,2020,,
USW00013991,39.1342,-93.2225,WT04,1948,2020,,
USW00013991,39.1342,-93.2225,WT06,1948,2020,,
USW00013993,39.7736,-94.9233,TMAX,1948,2020,,
USW00013993,39.7736,-94.9233,TMIN,1948,2020,,
USC00393294,45.0194,-99.9403,PRCP,1901,2019,,
USW00013993,39.7736,-94.9233,SNOW,1948,2020,,
USW00013993,39.7736,-94.9233,SNWD,1948,2020,,
USW00013993,39.7736,-94.9233,WT01,1948,2020,,
USW00013993,39.7736,-94.9233,WT03,1948,2020,,
USW00013993,39.7736,-94.9233,WT06,1948,2020,,
USW00013993,39.7736,-94.9233,WT08,1948,2020,,
USW00013995,37.2353,-93.4003,WT01,1948,2020,,
USW00013995,37.2353,-93.4003,WT03,1948,2020,,
USW00013995,37.2353,-93.4003,WT04,1948,2020,,
USW00013995,37.2353,-93.4003,WT05,1948,2020,,
USW00013995,37.2353,-93.4003,WT06,1948,2020,,
USW00013995,37.2353,-93.4003,WT08,1948,2020,,
USW00013996,39.0725,-95.6261,WT01,1948,2020,,
USW00013996,39.0725,-95.6261,WT03,1948,2020,,
USW00013996,39.0725,-95.6261,WT04,1948,2020,,
USW00013996,39.0725,-95.6261,WT05,1948,2020,,
USW00013996,39.0725,-95.6261,WT06,1948,2020,,
USW00013996,39.0725,-95.6261,WT08,1948,2020,,
USW00013997,38.1311,-91.7683,TMAX,1948,2020,,
USW00013997,38.1311,-91.7683,TMIN,1948,2020,,
USC00393302,45.0136,-100.2175,PRCP,1978,2013,,
USW00013997,38.1311,-91.7683,SNOW,1948,2020,,
USW00013997,38.1311,-91.7683,SNWD,1948,2020,,
USW00013997,38.1311,-91.7683,WT01,1948,2020,,
USW00013997,38.1311,-91.7683,WT03,1948,2020,,
USW00013997,38.1311,-91.7683,WT06,1948,2020,,
USW00013997,38.1311,-91.7683,WT08,1948,2020,,
USW00014605,44.3206,-69.7972,TMAX,1948,2020,,
USW00014605,44.3206,-69.7972,TMIN,1948,2020,,
USC00393316,45.4008,-101.8103,PRCP,1949,2020,,
USW00014605,44.3206,-69.7972,SNOW,1948,2020,,
USW00014605,44.3206,-69.7972,SNWD,1948,2020,,
USW00014607,46.8706,-68.0172,WT09,1948,2020,,
USW00014609,46.1236,-67.7928,TMAX,1948,2020,,
USW00014609,46.1236,-67.7928,TMIN,1948,2020,,
USC00393452,43.2356,-99.4342,PRCP,1906,2020,,
USW00014609,46.1236,-67.7928,SNOW,1948,2020,,
USW00014710,42.9333,-71.4383,TMAX,1948,2020,,
USW00014710,42.9333,-71.4383,TMIN,1948,2020,,
USC00393560,45.36,-103.8117,PRCP,1951,2020,,
USW00014710,42.9333,-71.4383,SNOW,1948,2020,,
USW00014710,42.9333,-71.4383,SNWD,1948,2020,,
USW00014710,42.9333,-71.4383,PGTM,1948,2020,,
USW00014732,40.7794,-73.8803,WT01,1948,2020,,
USW00014732,40.7794,-73.8803,WT03,1948,2020,,
USW00014732,40.7794,-73.8803,WT08,1948,2020,,
USW00014737,40.6508,-75.4492,TMAX,1948,2020,,
USW00014737,40.6508,-75.4492,TMIN,1948,2020,,
USC00393608,44.3628,-99.8033,PRCP,1963,2020,,
USW00014737,40.6508,-75.4492,SNOW,1948,2020,,
USW00014737,40.6508,-75.4492,SNWD,1948,2020,,
USW00014737,40.6508,-75.4492,WT01,1948,2020,,
USW00014737,40.6508,-75.4492,WT03,1948,2020,,
USW00014737,40.6508,-75.4492,WT06,1948,2020,,
USW00014737,40.6508,-75.4492,WT08,1948,2020,,
USW00014739,42.3606,-71.0106,PGTM,1948,2020,,
USW00014742,44.4683,-73.15,WT01,1948,2020,,
USW00014742,44.4683,-73.15,WT04,1948,2020,,
USW00014742,44.4683,-73.15,WT06,1948,2020,,
USW00014742,44.4683,-73.15,WT08,1948,2020,,
USW00014742,44.4683,-73.15,WT09,1948,2020,,
USW00014745,43.1953,-71.5011,WT03,1948,2020,,
USW00014745,43.1953,-71.5011,WT06,1948,2020,,
USW00014751,40.2172,-76.8514,WT01,1948,2020,,
USW00014751,40.2172,-76.8514,WT08,1948,2020,,
USW00014755,44.2667,-71.2994,TMAX,1948,2020,,
USW00014755,44.2667,-71.2994,TMIN,1948,2020,,
USC00393775,43.8069,-103.2131,PRCP,1906,2012,,
USW00014755,44.2667,-71.2994,SNOW,1948,2020,,
USW00014755,44.2667,-71.2994,SNWD,1948,2020,,
USW00014755,44.2667,-71.2994,WT01,1948,2020,,
USW00014755,44.2667,-71.2994,WT03,1948,2020,,
USW00014755,44.2667,-71.2994,WT04,1948,2020,,
USW00014755,44.2667,-71.2994,WT06,1948,2020,,
USW00014756,41.2531,-70.0608,TMAX,1948,2020,,
USW00014756,41.2531,-70.0608,TMIN,1948,2020,,
USC00393832,44.5222,-99.455,PRCP,1893,2020,,
USW00014756,41.2531,-70.0608,WT01,1948,2020,,
USW00014756,41.2531,-70.0608,WT08,1948,2020,,
USW00014757,41.6267,-73.8842,TMAX,1948,2020,,
USW00014757,41.6267,-73.8842,TMIN,1948,2020,,
USC00393838,44.8444,-99.4894,PRCP,1952,2011,,
USW00014757,41.6267,-73.8842,SNOW,1948,2020,,
USW00014757,41.6267,-73.8842,SNWD,1948,2020,,
USW00014758,41.2639,-72.8872,TMAX,1948,2020,,
USW00014758,41.2639,-72.8872,TMIN,1948,2020,,
USC00393868,43.9342,-103.5572,PRCP,1909,2020,,
USW00014758,41.2639,-72.8872,WT01,1948,2020,,
USW00014758,41.2639,-72.8872,WT08,1948,2020,,
USW00014764,43.6497,-70.3003,WT01,1948,2020,,
USW00014764,43.6497,-70.3003,WT09,1948,2020,,
USW00014765,41.7219,-71.4325,TMAX,1948,2020,,
USW00014765,41.7219,-71.4325,TMIN,1948,2020,,
USC00394007,43.4378,-103.4739,PRCP,1894,2020,,
USW00014765,41.7219,-71.4325,SNOW,1948,2020,,
USW00014765,41.7219,-71.4325,SNWD,1948,2020,,
USW00014765,41.7219,-71.4325,WT01,1948,2020,,
USW00014765,41.7219,-71.4325,WT03,1948,2020,,
USW00014765,41.7219,-71.4325,WT04,1948,2020,,
USW00014765,41.7219,-71.4325,WT06,1948,2020,,
USW00014765,41.7219,-71.4325,WT08,1948,2020,,
USW00014775,42.1578,-72.7161,TMAX,1948,2020,,
USW00014775,42.1578,-72.7161,TMIN,1948,2020,,
